sample	strainID	genus	species	count	count_norm
HAMBI0277	HAMBI_2792	NA	NA	0	0
HAMBI0277	HAMBI_3031	NA	NA	0	0
HAMBI0277	HAMBI_3237	NA	NA	0	0
HAMBI0278	HAMBI_0006	NA	NA	30	29
HAMBI0278	HAMBI_0097	NA	NA	9	8
HAMBI0278	HAMBI_0105	NA	NA	60	101
HAMBI0278	HAMBI_0262	NA	NA	0	0
HAMBI0278	HAMBI_0403	NA	NA	248	186
HAMBI0278	HAMBI_1279	NA	NA	96	93
HAMBI0278	HAMBI_1287	NA	NA	5299	5135
HAMBI0278	HAMBI_1292	NA	NA	5012	4857
HAMBI0278	HAMBI_1299	NA	NA	26	22
HAMBI0278	HAMBI_1842	NA	NA	2	3
HAMBI0278	HAMBI_1896	NA	NA	37	62
HAMBI0278	HAMBI_1923	NA	NA	1255	1418
HAMBI0278	HAMBI_1972	NA	NA	11535	7824
HAMBI0278	HAMBI_1977	NA	NA	4779	6483
HAMBI0278	HAMBI_1988	NA	NA	0	0
HAMBI0278	HAMBI_2159	NA	NA	0	0
HAMBI0278	HAMBI_2160	NA	NA	35	79
HAMBI0278	HAMBI_2164	NA	NA	13	17
HAMBI0278	HAMBI_2443	NA	NA	0	0
HAMBI0278	HAMBI_2494	NA	NA	1	1
HAMBI0278	HAMBI_2659	NA	NA	3031	5140
HAMBI0278	HAMBI_2792	NA	NA	2	3
HAMBI0278	HAMBI_3031	NA	NA	0	0
HAMBI0278	HAMBI_3237	NA	NA	0	0
HAMBI0279	HAMBI_0006	NA	NA	4	3
HAMBI0279	HAMBI_0097	NA	NA	2	1
HAMBI0279	HAMBI_0105	NA	NA	21	35
HAMBI0279	HAMBI_0262	NA	NA	0	0
HAMBI0279	HAMBI_0403	NA	NA	227	169
HAMBI0279	HAMBI_1279	NA	NA	82	78
HAMBI0279	HAMBI_1287	NA	NA	4843	4642
HAMBI0279	HAMBI_1292	NA	NA	6893	6608
HAMBI0279	HAMBI_1299	NA	NA	18	15
HAMBI0279	HAMBI_1842	NA	NA	1	1
HAMBI0279	HAMBI_1896	NA	NA	7	11
HAMBI0279	HAMBI_1923	NA	NA	566	633
HAMBI0279	HAMBI_1972	NA	NA	9343	6269
HAMBI0279	HAMBI_1977	NA	NA	4476	6007
HAMBI0279	HAMBI_1988	NA	NA	0	0
HAMBI0279	HAMBI_2159	NA	NA	4	6
HAMBI0279	HAMBI_2160	NA	NA	9	20
HAMBI0279	HAMBI_2164	NA	NA	4	5
HAMBI0279	HAMBI_2443	NA	NA	0	0
HAMBI0279	HAMBI_2494	NA	NA	0	0
HAMBI0279	HAMBI_2659	NA	NA	2935	4924
HAMBI0279	HAMBI_2792	NA	NA	0	0
HAMBI0279	HAMBI_3031	NA	NA	0	0
HAMBI0279	HAMBI_3237	NA	NA	0	0
HAMBI0280	HAMBI_0006	NA	NA	11	10
HAMBI0280	HAMBI_0097	NA	NA	2	1
HAMBI0280	HAMBI_0105	NA	NA	260	433
HAMBI0280	HAMBI_0262	NA	NA	0	0
HAMBI0280	HAMBI_0403	NA	NA	511	378
HAMBI0280	HAMBI_1279	NA	NA	42	40
HAMBI0280	HAMBI_1287	NA	NA	2129	2029
HAMBI0280	HAMBI_1292	NA	NA	9989	9519
HAMBI0280	HAMBI_1299	NA	NA	16	13
HAMBI0280	HAMBI_1842	NA	NA	0	0
HAMBI0280	HAMBI_1896	NA	NA	15	25
HAMBI0280	HAMBI_1923	NA	NA	2187	2431
HAMBI0280	HAMBI_1972	NA	NA	9018	6016
HAMBI0280	HAMBI_1977	NA	NA	1355	1807
HAMBI0280	HAMBI_1988	NA	NA	0	0
HAMBI0280	HAMBI_2159	NA	NA	0	0
HAMBI0280	HAMBI_2160	NA	NA	2	4
HAMBI0280	HAMBI_2164	NA	NA	0	0
HAMBI0280	HAMBI_2443	NA	NA	0	0
HAMBI0280	HAMBI_2494	NA	NA	1	1
HAMBI0280	HAMBI_2659	NA	NA	4228	7051
HAMBI0280	HAMBI_2792	NA	NA	1	1
HAMBI0280	HAMBI_3031	NA	NA	0	0
HAMBI0280	HAMBI_3237	NA	NA	0	0
HAMBI0281	HAMBI_0006	NA	NA	14	13
HAMBI0281	HAMBI_0097	NA	NA	1	0
HAMBI0281	HAMBI_0105	NA	NA	422	706
HAMBI0281	HAMBI_0262	NA	NA	0	0
HAMBI0281	HAMBI_0403	NA	NA	588	437
HAMBI0281	HAMBI_1279	NA	NA	46	43
HAMBI0281	HAMBI_1287	NA	NA	2271	2172
HAMBI0281	HAMBI_1292	NA	NA	6911	6610
HAMBI0281	HAMBI_1299	NA	NA	24	20
HAMBI0281	HAMBI_1842	NA	NA	0	0
HAMBI0281	HAMBI_1896	NA	NA	7	11
HAMBI0281	HAMBI_1923	NA	NA	2966	3309
HAMBI0281	HAMBI_1972	NA	NA	6390	4278
HAMBI0281	HAMBI_1977	NA	NA	1542	2064
HAMBI0281	HAMBI_1988	NA	NA	0	0
HAMBI0281	HAMBI_2159	NA	NA	1	1
HAMBI0281	HAMBI_2160	NA	NA	13	29
HAMBI0281	HAMBI_2164	NA	NA	0	0
HAMBI0281	HAMBI_2443	NA	NA	0	0
HAMBI0281	HAMBI_2494	NA	NA	9	15
HAMBI0281	HAMBI_2659	NA	NA	2212	3702
HAMBI0281	HAMBI_2792	NA	NA	0	0
HAMBI0281	HAMBI_3031	NA	NA	0	0
HAMBI0281	HAMBI_3237	NA	NA	0	0
HAMBI0282	HAMBI_0006	NA	NA	16	14
HAMBI0282	HAMBI_0097	NA	NA	1	0
HAMBI0282	HAMBI_0105	NA	NA	361	566
HAMBI0282	HAMBI_0262	NA	NA	0	0
HAMBI0282	HAMBI_0403	NA	NA	902	629
HAMBI0282	HAMBI_1279	NA	NA	52	46
HAMBI0282	HAMBI_1287	NA	NA	6204	5566
HAMBI0282	HAMBI_1292	NA	NA	6271	5626
HAMBI0282	HAMBI_1299	NA	NA	25	19
HAMBI0282	HAMBI_1842	NA	NA	0	0
HAMBI0282	HAMBI_1896	NA	NA	0	0
HAMBI0282	HAMBI_1923	NA	NA	2333	2442
HAMBI0282	HAMBI_1972	NA	NA	3404	2138
HAMBI0282	HAMBI_1977	NA	NA	2613	3282
HAMBI0282	HAMBI_1988	NA	NA	0	0
HAMBI0282	HAMBI_2159	NA	NA	0	0
HAMBI0282	HAMBI_2160	NA	NA	0	0
HAMBI0282	HAMBI_2164	NA	NA	0	0
HAMBI0282	HAMBI_2443	NA	NA	0	0
HAMBI0282	HAMBI_2494	NA	NA	0	0
HAMBI0282	HAMBI_2659	NA	NA	3239	5086
HAMBI0282	HAMBI_2792	NA	NA	1	1
HAMBI0282	HAMBI_3031	NA	NA	0	0
HAMBI0282	HAMBI_3237	NA	NA	0	0
HAMBI0283	HAMBI_0006	NA	NA	1	0
HAMBI0283	HAMBI_0097	NA	NA	0	0
HAMBI0283	HAMBI_0105	NA	NA	70	109
HAMBI0283	HAMBI_0262	NA	NA	0	0
HAMBI0283	HAMBI_0403	NA	NA	966	674
HAMBI0283	HAMBI_1279	NA	NA	41	36
HAMBI0283	HAMBI_1287	NA	NA	3868	3470
HAMBI0283	HAMBI_1292	NA	NA	4218	3784
HAMBI0283	HAMBI_1299	NA	NA	12	9
HAMBI0283	HAMBI_1842	NA	NA	0	0
HAMBI0283	HAMBI_1896	NA	NA	3	4
HAMBI0283	HAMBI_1923	NA	NA	2201	2304
HAMBI0283	HAMBI_1972	NA	NA	5683	3569
HAMBI0283	HAMBI_1977	NA	NA	2682	3369
HAMBI0283	HAMBI_1988	NA	NA	0	0
HAMBI0283	HAMBI_2159	NA	NA	0	0
HAMBI0283	HAMBI_2160	NA	NA	0	0
HAMBI0283	HAMBI_2164	NA	NA	0	0
HAMBI0283	HAMBI_2443	NA	NA	0	0
HAMBI0283	HAMBI_2494	NA	NA	1	1
HAMBI0283	HAMBI_2659	NA	NA	4225	6634
HAMBI0283	HAMBI_2792	NA	NA	0	0
HAMBI0283	HAMBI_3031	NA	NA	0	0
HAMBI0283	HAMBI_3237	NA	NA	0	0
HAMBI0284	HAMBI_0006	NA	NA	0	0
HAMBI0284	HAMBI_0097	NA	NA	0	0
HAMBI0284	HAMBI_0105	NA	NA	16	26
HAMBI0284	HAMBI_0262	NA	NA	0	0
HAMBI0284	HAMBI_0403	NA	NA	302	224
HAMBI0284	HAMBI_1279	NA	NA	47	45
HAMBI0284	HAMBI_1287	NA	NA	4057	3885
HAMBI0284	HAMBI_1292	NA	NA	4977	4766
HAMBI0284	HAMBI_1299	NA	NA	8	6
HAMBI0284	HAMBI_1842	NA	NA	0	0
HAMBI0284	HAMBI_1896	NA	NA	1	1
HAMBI0284	HAMBI_1923	NA	NA	1440	1608
HAMBI0284	HAMBI_1972	NA	NA	7298	4892
HAMBI0284	HAMBI_1977	NA	NA	3643	4884
HAMBI0284	HAMBI_1988	NA	NA	0	0
HAMBI0284	HAMBI_2159	NA	NA	0	0
HAMBI0284	HAMBI_2160	NA	NA	0	0
HAMBI0284	HAMBI_2164	NA	NA	0	0
HAMBI0284	HAMBI_2443	NA	NA	0	0
HAMBI0284	HAMBI_2494	NA	NA	0	0
HAMBI0284	HAMBI_2659	NA	NA	2138	3583
HAMBI0284	HAMBI_2792	NA	NA	0	0
HAMBI0284	HAMBI_3031	NA	NA	0	0
HAMBI0284	HAMBI_3237	NA	NA	0	0
HAMBI0285	HAMBI_0006	NA	NA	0	0
HAMBI0285	HAMBI_0097	NA	NA	0	0
HAMBI0285	HAMBI_0105	NA	NA	17	27
HAMBI0285	HAMBI_0262	NA	NA	0	0
HAMBI0285	HAMBI_0403	NA	NA	175	125
HAMBI0285	HAMBI_1279	NA	NA	33	30
HAMBI0285	HAMBI_1287	NA	NA	2483	2284
HAMBI0285	HAMBI_1292	NA	NA	5558	5113
HAMBI0285	HAMBI_1299	NA	NA	8	6
HAMBI0285	HAMBI_1842	NA	NA	0	0
HAMBI0285	HAMBI_1896	NA	NA	20	32
HAMBI0285	HAMBI_1923	NA	NA	2679	2875
HAMBI0285	HAMBI_1972	NA	NA	6116	3939
HAMBI0285	HAMBI_1977	NA	NA	3184	4101
HAMBI0285	HAMBI_1988	NA	NA	0	0
HAMBI0285	HAMBI_2159	NA	NA	0	0
HAMBI0285	HAMBI_2160	NA	NA	0	0
HAMBI0285	HAMBI_2164	NA	NA	0	0
HAMBI0285	HAMBI_2443	NA	NA	0	0
HAMBI0285	HAMBI_2494	NA	NA	0	0
HAMBI0285	HAMBI_2659	NA	NA	2846	4582
HAMBI0285	HAMBI_2792	NA	NA	0	0
HAMBI0285	HAMBI_3031	NA	NA	0	0
HAMBI0285	HAMBI_3237	NA	NA	0	0
HAMBI0286	HAMBI_0006	NA	NA	0	0
HAMBI0286	HAMBI_0097	NA	NA	0	0
HAMBI0286	HAMBI_0105	NA	NA	38	58
HAMBI0286	HAMBI_0262	NA	NA	0	0
HAMBI0286	HAMBI_0403	NA	NA	255	173
HAMBI0286	HAMBI_1279	NA	NA	29	25
HAMBI0286	HAMBI_1287	NA	NA	4093	3577
HAMBI0286	HAMBI_1292	NA	NA	11050	9657
HAMBI0286	HAMBI_1299	NA	NA	3	2
HAMBI0286	HAMBI_1842	NA	NA	0	0
HAMBI0286	HAMBI_1896	NA	NA	0	0
HAMBI0286	HAMBI_1923	NA	NA	1283	1308
HAMBI0286	HAMBI_1972	NA	NA	2107	1289
HAMBI0286	HAMBI_1977	NA	NA	4799	5872
HAMBI0286	HAMBI_1988	NA	NA	0	0
HAMBI0286	HAMBI_2159	NA	NA	0	0
HAMBI0286	HAMBI_2160	NA	NA	0	0
HAMBI0286	HAMBI_2164	NA	NA	0	0
HAMBI0286	HAMBI_2443	NA	NA	0	0
HAMBI0286	HAMBI_2494	NA	NA	0	0
HAMBI0286	HAMBI_2659	NA	NA	3197	4889
HAMBI0286	HAMBI_2792	NA	NA	0	0
HAMBI0286	HAMBI_3031	NA	NA	0	0
HAMBI0286	HAMBI_3237	NA	NA	0	0
HAMBI0287	HAMBI_0006	NA	NA	1	0
HAMBI0287	HAMBI_0097	NA	NA	0	0
HAMBI0287	HAMBI_0105	NA	NA	54	88
HAMBI0287	HAMBI_0262	NA	NA	0	0
HAMBI0287	HAMBI_0403	NA	NA	226	164
HAMBI0287	HAMBI_1279	NA	NA	28	26
HAMBI0287	HAMBI_1287	NA	NA	4449	4166
HAMBI0287	HAMBI_1292	NA	NA	9069	8492
HAMBI0287	HAMBI_1299	NA	NA	9	7
HAMBI0287	HAMBI_1842	NA	NA	0	0
HAMBI0287	HAMBI_1896	NA	NA	0	0
HAMBI0287	HAMBI_1923	NA	NA	1345	1469
HAMBI0287	HAMBI_1972	NA	NA	4512	2957
HAMBI0287	HAMBI_1977	NA	NA	4567	5987
HAMBI0287	HAMBI_1988	NA	NA	0	0
HAMBI0287	HAMBI_2159	NA	NA	0	0
HAMBI0287	HAMBI_2160	NA	NA	1	2
HAMBI0287	HAMBI_2164	NA	NA	0	0
HAMBI0287	HAMBI_2443	NA	NA	0	0
HAMBI0287	HAMBI_2494	NA	NA	15	24
HAMBI0287	HAMBI_2659	NA	NA	1390	2277
HAMBI0287	HAMBI_2792	NA	NA	0	0
HAMBI0287	HAMBI_3031	NA	NA	0	0
HAMBI0287	HAMBI_3237	NA	NA	0	0
HAMBI0288	HAMBI_0006	NA	NA	0	0
HAMBI0288	HAMBI_0097	NA	NA	0	0
HAMBI0288	HAMBI_0105	NA	NA	86	123
HAMBI0288	HAMBI_0262	NA	NA	0	0
HAMBI0288	HAMBI_0403	NA	NA	293	187
HAMBI0288	HAMBI_1279	NA	NA	6	4
HAMBI0288	HAMBI_1287	NA	NA	3762	3099
HAMBI0288	HAMBI_1292	NA	NA	5729	4719
HAMBI0288	HAMBI_1299	NA	NA	3	2
HAMBI0288	HAMBI_1842	NA	NA	0	0
HAMBI0288	HAMBI_1896	NA	NA	0	0
HAMBI0288	HAMBI_1923	NA	NA	1150	1105
HAMBI0288	HAMBI_1972	NA	NA	748	431
HAMBI0288	HAMBI_1977	NA	NA	3444	3971
HAMBI0288	HAMBI_1988	NA	NA	0	0
HAMBI0288	HAMBI_2159	NA	NA	0	0
HAMBI0288	HAMBI_2160	NA	NA	0	0
HAMBI0288	HAMBI_2164	NA	NA	0	0
HAMBI0288	HAMBI_2443	NA	NA	0	0
HAMBI0288	HAMBI_2494	NA	NA	0	0
HAMBI0288	HAMBI_2659	NA	NA	3567	5142
HAMBI0288	HAMBI_2792	NA	NA	0	0
HAMBI0288	HAMBI_3031	NA	NA	0	0
HAMBI0288	HAMBI_3237	NA	NA	0	0
HAMBI0389	HAMBI_0006	NA	NA	1	0
HAMBI0389	HAMBI_0097	NA	NA	0	0
HAMBI0389	HAMBI_0105	NA	NA	1194	1616
HAMBI0389	HAMBI_0262	NA	NA	0	0
HAMBI0389	HAMBI_0403	NA	NA	188	113
HAMBI0389	HAMBI_1279	NA	NA	88	68
HAMBI0389	HAMBI_1287	NA	NA	11107	8594
HAMBI0389	HAMBI_1292	NA	NA	3715	2874
HAMBI0389	HAMBI_1299	NA	NA	37	25
HAMBI0389	HAMBI_1842	NA	NA	0	0
HAMBI0389	HAMBI_1896	NA	NA	1338	1811
HAMBI0389	HAMBI_1923	NA	NA	3022	2728
HAMBI0389	HAMBI_1972	NA	NA	7698	4169
HAMBI0389	HAMBI_1977	NA	NA	513	555
HAMBI0389	HAMBI_1988	NA	NA	0	0
HAMBI0389	HAMBI_2159	NA	NA	3	4
HAMBI0389	HAMBI_2160	NA	NA	400	722
HAMBI0389	HAMBI_2164	NA	NA	222	240
HAMBI0389	HAMBI_2443	NA	NA	0	0
HAMBI0389	HAMBI_2494	NA	NA	5	6
HAMBI0389	HAMBI_2659	NA	NA	16942	22941
HAMBI0389	HAMBI_2792	NA	NA	0	0
HAMBI0389	HAMBI_3031	NA	NA	0	0
HAMBI0389	HAMBI_3237	NA	NA	0	0
HAMBI0391	HAMBI_0006	NA	NA	4	3
HAMBI0391	HAMBI_0097	NA	NA	0	0
HAMBI0391	HAMBI_0105	NA	NA	677	1065
HAMBI0391	HAMBI_0262	NA	NA	0	0
HAMBI0391	HAMBI_0403	NA	NA	845	590
HAMBI0391	HAMBI_1279	NA	NA	27	24
HAMBI0391	HAMBI_1287	NA	NA	1517	1363
HAMBI0391	HAMBI_1292	NA	NA	6291	5655
HAMBI0391	HAMBI_1299	NA	NA	10	7
HAMBI0391	HAMBI_1842	NA	NA	0	0
HAMBI0391	HAMBI_1896	NA	NA	1520	2391
HAMBI0391	HAMBI_1923	NA	NA	3202	3358
HAMBI0391	HAMBI_1972	NA	NA	26094	16419
HAMBI0391	HAMBI_1977	NA	NA	4708	5925
HAMBI0391	HAMBI_1988	NA	NA	0	0
HAMBI0391	HAMBI_2159	NA	NA	0	0
HAMBI0391	HAMBI_2160	NA	NA	270	566
HAMBI0391	HAMBI_2164	NA	NA	0	0
HAMBI0391	HAMBI_2443	NA	NA	0	0
HAMBI0391	HAMBI_2494	NA	NA	0	0
HAMBI0391	HAMBI_2659	NA	NA	13598	21391
HAMBI0391	HAMBI_2792	NA	NA	0	0
HAMBI0391	HAMBI_3031	NA	NA	0	0
HAMBI0391	HAMBI_3237	NA	NA	0	0
HAMBI0392	HAMBI_0006	NA	NA	11	10
HAMBI0392	HAMBI_0097	NA	NA	0	0
HAMBI0392	HAMBI_0105	NA	NA	1045	1737
HAMBI0392	HAMBI_0262	NA	NA	0	0
HAMBI0392	HAMBI_0403	NA	NA	1504	1111
HAMBI0392	HAMBI_1279	NA	NA	103	97
HAMBI0392	HAMBI_1287	NA	NA	4706	4471
HAMBI0392	HAMBI_1292	NA	NA	6635	6304
HAMBI0392	HAMBI_1299	NA	NA	25	20
HAMBI0392	HAMBI_1842	NA	NA	0	0
HAMBI0392	HAMBI_1896	NA	NA	1	1
HAMBI0392	HAMBI_1923	NA	NA	10117	11214
HAMBI0392	HAMBI_1972	NA	NA	31533	20972
HAMBI0392	HAMBI_1977	NA	NA	6076	8082
HAMBI0392	HAMBI_1988	NA	NA	0	0
HAMBI0392	HAMBI_2159	NA	NA	0	0
HAMBI0392	HAMBI_2160	NA	NA	0	0
HAMBI0392	HAMBI_2164	NA	NA	0	0
HAMBI0392	HAMBI_2443	NA	NA	0	0
HAMBI0392	HAMBI_2494	NA	NA	250	415
HAMBI0392	HAMBI_2659	NA	NA	11415	18980
HAMBI0392	HAMBI_2792	NA	NA	0	0
HAMBI0392	HAMBI_3031	NA	NA	0	0
HAMBI0392	HAMBI_3237	NA	NA	0	0
HAMBI0393	HAMBI_0006	NA	NA	7	5
HAMBI0393	HAMBI_0097	NA	NA	0	0
HAMBI0393	HAMBI_0105	NA	NA	1039	1536
HAMBI0393	HAMBI_0262	NA	NA	0	0
HAMBI0393	HAMBI_0403	NA	NA	1040	683
HAMBI0393	HAMBI_1279	NA	NA	87	73
HAMBI0393	HAMBI_1287	NA	NA	8297	7009
HAMBI0393	HAMBI_1292	NA	NA	10384	8773
HAMBI0393	HAMBI_1299	NA	NA	29	21
HAMBI0393	HAMBI_1842	NA	NA	0	0
HAMBI0393	HAMBI_1896	NA	NA	444	656
HAMBI0393	HAMBI_1923	NA	NA	9069	8939
HAMBI0393	HAMBI_1972	NA	NA	13229	7823
HAMBI0393	HAMBI_1977	NA	NA	7351	8694
HAMBI0393	HAMBI_1988	NA	NA	0	0
HAMBI0393	HAMBI_2159	NA	NA	0	0
HAMBI0393	HAMBI_2160	NA	NA	309	609
HAMBI0393	HAMBI_2164	NA	NA	0	0
HAMBI0393	HAMBI_2443	NA	NA	0	0
HAMBI0393	HAMBI_2494	NA	NA	268	396
HAMBI0393	HAMBI_2659	NA	NA	13227	19556
HAMBI0393	HAMBI_2792	NA	NA	0	0
HAMBI0393	HAMBI_3031	NA	NA	0	0
HAMBI0393	HAMBI_3237	NA	NA	0	0
HAMBI0394	HAMBI_0006	NA	NA	6	5
HAMBI0394	HAMBI_0097	NA	NA	0	0
HAMBI0394	HAMBI_0105	NA	NA	801	1270
HAMBI0394	HAMBI_0262	NA	NA	0	0
HAMBI0394	HAMBI_0403	NA	NA	879	619
HAMBI0394	HAMBI_1279	NA	NA	42	38
HAMBI0394	HAMBI_1287	NA	NA	1940	1758
HAMBI0394	HAMBI_1292	NA	NA	6116	5544
HAMBI0394	HAMBI_1299	NA	NA	18	14
HAMBI0394	HAMBI_1842	NA	NA	0	0
HAMBI0394	HAMBI_1896	NA	NA	1570	2490
HAMBI0394	HAMBI_1923	NA	NA	4843	5122
HAMBI0394	HAMBI_1972	NA	NA	32815	20823
HAMBI0394	HAMBI_1977	NA	NA	6494	8241
HAMBI0394	HAMBI_1988	NA	NA	0	0
HAMBI0394	HAMBI_2159	NA	NA	0	0
HAMBI0394	HAMBI_2160	NA	NA	0	0
HAMBI0394	HAMBI_2164	NA	NA	0	0
HAMBI0394	HAMBI_2443	NA	NA	0	0
HAMBI0394	HAMBI_2494	NA	NA	0	0
HAMBI0394	HAMBI_2659	NA	NA	16362	25956
HAMBI0394	HAMBI_2792	NA	NA	0	0
HAMBI0394	HAMBI_3031	NA	NA	0	0
HAMBI0394	HAMBI_3237	NA	NA	0	0
HAMBI0395	HAMBI_0006	NA	NA	5	3
HAMBI0395	HAMBI_0097	NA	NA	0	0
HAMBI0395	HAMBI_0105	NA	NA	1894	2389
HAMBI0395	HAMBI_0262	NA	NA	0	0
HAMBI0395	HAMBI_0403	NA	NA	749	420
HAMBI0395	HAMBI_1279	NA	NA	29	20
HAMBI0395	HAMBI_1287	NA	NA	14495	10450
HAMBI0395	HAMBI_1292	NA	NA	8536	6154
HAMBI0395	HAMBI_1299	NA	NA	13	8
HAMBI0395	HAMBI_1842	NA	NA	0	0
HAMBI0395	HAMBI_1896	NA	NA	7833	9883
HAMBI0395	HAMBI_1923	NA	NA	4531	3811
HAMBI0395	HAMBI_1972	NA	NA	2962	1494
HAMBI0395	HAMBI_1977	NA	NA	4672	4715
HAMBI0395	HAMBI_1988	NA	NA	0	0
HAMBI0395	HAMBI_2159	NA	NA	0	0
HAMBI0395	HAMBI_2160	NA	NA	793	1334
HAMBI0395	HAMBI_2164	NA	NA	0	0
HAMBI0395	HAMBI_2443	NA	NA	0	0
HAMBI0395	HAMBI_2494	NA	NA	68	85
HAMBI0395	HAMBI_2659	NA	NA	22182	27988
HAMBI0395	HAMBI_2792	NA	NA	0	0
HAMBI0395	HAMBI_3031	NA	NA	0	0
HAMBI0395	HAMBI_3237	NA	NA	0	0
HAMBI0396	HAMBI_0006	NA	NA	9	7
HAMBI0396	HAMBI_0097	NA	NA	0	0
HAMBI0396	HAMBI_0105	NA	NA	1358	1958
HAMBI0396	HAMBI_0262	NA	NA	0	0
HAMBI0396	HAMBI_0403	NA	NA	1878	1203
HAMBI0396	HAMBI_1279	NA	NA	63	51
HAMBI0396	HAMBI_1287	NA	NA	4859	4004
HAMBI0396	HAMBI_1292	NA	NA	7363	6067
HAMBI0396	HAMBI_1299	NA	NA	27	19
HAMBI0396	HAMBI_1842	NA	NA	0	0
HAMBI0396	HAMBI_1896	NA	NA	14	20
HAMBI0396	HAMBI_1923	NA	NA	7919	7613
HAMBI0396	HAMBI_1972	NA	NA	16963	9785
HAMBI0396	HAMBI_1977	NA	NA	7616	8786
HAMBI0396	HAMBI_1988	NA	NA	0	0
HAMBI0396	HAMBI_2159	NA	NA	0	0
HAMBI0396	HAMBI_2160	NA	NA	0	0
HAMBI0396	HAMBI_2164	NA	NA	0	0
HAMBI0396	HAMBI_2443	NA	NA	0	0
HAMBI0396	HAMBI_2494	NA	NA	0	0
HAMBI0396	HAMBI_2659	NA	NA	19335	27884
HAMBI0396	HAMBI_2792	NA	NA	0	0
HAMBI0396	HAMBI_3031	NA	NA	0	0
HAMBI0396	HAMBI_3237	NA	NA	0	0
HAMBI0402	HAMBI_0006	NA	NA	2	1
HAMBI0402	HAMBI_0097	NA	NA	0	0
HAMBI0402	HAMBI_0105	NA	NA	809	1069
HAMBI0402	HAMBI_0262	NA	NA	0	0
HAMBI0402	HAMBI_0403	NA	NA	116	68
HAMBI0402	HAMBI_1279	NA	NA	53	40
HAMBI0402	HAMBI_1287	NA	NA	12681	9576
HAMBI0402	HAMBI_1292	NA	NA	284	214
HAMBI0402	HAMBI_1299	NA	NA	22	14
HAMBI0402	HAMBI_1842	NA	NA	0	0
HAMBI0402	HAMBI_1896	NA	NA	2437	3220
HAMBI0402	HAMBI_1923	NA	NA	1567	1380
HAMBI0402	HAMBI_1972	NA	NA	4708	2488
HAMBI0402	HAMBI_1977	NA	NA	757	800
HAMBI0402	HAMBI_1988	NA	NA	0	0
HAMBI0402	HAMBI_2159	NA	NA	20	26
HAMBI0402	HAMBI_2160	NA	NA	41	72
HAMBI0402	HAMBI_2164	NA	NA	0	0
HAMBI0402	HAMBI_2443	NA	NA	0	0
HAMBI0402	HAMBI_2494	NA	NA	160	211
HAMBI0402	HAMBI_2659	NA	NA	13910	18382
HAMBI0402	HAMBI_2792	NA	NA	0	0
HAMBI0402	HAMBI_3031	NA	NA	0	0
HAMBI0402	HAMBI_3237	NA	NA	0	0
HAMBI0403	HAMBI_0006	NA	NA	3	2
HAMBI0403	HAMBI_0097	NA	NA	0	0
HAMBI0403	HAMBI_0105	NA	NA	654	1045
HAMBI0403	HAMBI_0262	NA	NA	0	0
HAMBI0403	HAMBI_0403	NA	NA	838	595
HAMBI0403	HAMBI_1279	NA	NA	24	21
HAMBI0403	HAMBI_1287	NA	NA	1314	1200
HAMBI0403	HAMBI_1292	NA	NA	5462	4990
HAMBI0403	HAMBI_1299	NA	NA	10	7
HAMBI0403	HAMBI_1842	NA	NA	0	0
HAMBI0403	HAMBI_1896	NA	NA	1740	2781
HAMBI0403	HAMBI_1923	NA	NA	2692	2869
HAMBI0403	HAMBI_1972	NA	NA	25104	16054
HAMBI0403	HAMBI_1977	NA	NA	4975	6363
HAMBI0403	HAMBI_1988	NA	NA	0	0
HAMBI0403	HAMBI_2159	NA	NA	0	0
HAMBI0403	HAMBI_2160	NA	NA	308	656
HAMBI0403	HAMBI_2164	NA	NA	0	0
HAMBI0403	HAMBI_2443	NA	NA	0	0
HAMBI0403	HAMBI_2494	NA	NA	0	0
HAMBI0403	HAMBI_2659	NA	NA	10912	17446
HAMBI0403	HAMBI_2792	NA	NA	0	0
HAMBI0403	HAMBI_3031	NA	NA	0	0
HAMBI0403	HAMBI_3237	NA	NA	0	0
HAMBI0405	HAMBI_0006	NA	NA	10	8
HAMBI0405	HAMBI_0097	NA	NA	0	0
HAMBI0405	HAMBI_0105	NA	NA	1376	2057
HAMBI0405	HAMBI_0262	NA	NA	0	0
HAMBI0405	HAMBI_0403	NA	NA	864	574
HAMBI0405	HAMBI_1279	NA	NA	92	78
HAMBI0405	HAMBI_1287	NA	NA	6040	5161
HAMBI0405	HAMBI_1292	NA	NA	13670	11680
HAMBI0405	HAMBI_1299	NA	NA	30	22
HAMBI0405	HAMBI_1842	NA	NA	0	0
HAMBI0405	HAMBI_1896	NA	NA	1287	1924
HAMBI0405	HAMBI_1923	NA	NA	7165	7142
HAMBI0405	HAMBI_1972	NA	NA	17031	10186
HAMBI0405	HAMBI_1977	NA	NA	7491	8961
HAMBI0405	HAMBI_1988	NA	NA	0	0
HAMBI0405	HAMBI_2159	NA	NA	0	0
HAMBI0405	HAMBI_2160	NA	NA	427	851
HAMBI0405	HAMBI_2164	NA	NA	0	0
HAMBI0405	HAMBI_2443	NA	NA	0	0
HAMBI0405	HAMBI_2494	NA	NA	301	450
HAMBI0405	HAMBI_2659	NA	NA	13494	20178
HAMBI0405	HAMBI_2792	NA	NA	0	0
HAMBI0405	HAMBI_3031	NA	NA	0	0
HAMBI0405	HAMBI_3237	NA	NA	0	0
